transaction_id;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date;student_id;student_name;student_email;student_country;student_age;issue_date;certificate_fee;payment_method
578;95;MomentumForge;South Korea;1;AI Productivity Certificate;completion;English;;Supply Chain Analytics;Data Science & AI;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";15/07/2026;929;Arjun Brown;arjun.brown400@hotmail.com;Canada;39;14/04/2022;125,37;PayPal
698;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;263;Tiago Oliveira;tiago.oliveira944@yahoo.com;Canada;29;02/01/2031;75,15;PayPal
853;95;MomentumForge;South Korea;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;138;Inês Wagner;inês.wagner598@yahoo.com;India;24;15/02/2022;106,51;Credit Card
1128;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;678;Jessica Jones;jessica.jones966@gmail.com;Portugal;32;21/06/2022;214,85;PayPal
1224;39;Mechanica Academy;Italy;1;AI Productivity Certificate;completion;English;;Machine Learning Basics;Data Science & AI;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";07/09/2026;870;Thomas Ricci;thomas.ricci684@outlook.com;Portugal;24;14/10/2022;93,2;Debit Card
1232;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;528;Fatima Verma;fatima.verma382@yahoo.com;India;28;15/08/2024;79,46;Bank Transfer
1298;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;;SQL for Data Management;Data Science & AI;"Prepares students to query and manage relational databases; requires no prior SQL experience.";02/09/2021;145;James Santos;james.santos869@protonmail.com;Spain;42;19/07/2022;411,91;PayPal
1418;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;Operations Management;Business & Management;"Prepares students to optimize workflows and resources; requires basic business knowledge.";29/08/2026;689;João Ferreira;joão.ferreira643@protonmail.com;Portugal;24;25/12/2023;80,4;Debit Card
1435;29;CareerCraft;United Kingdom;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;978;Emma Costa;emma.costa549@gmail.com;Germany;32;17/10/2022;60,86;PayPal
1554;19;LedgerLab;Germany;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;550;Hassan Becker;hassan.becker813@protonmail.com;Canada;63;08/06/2028;711,33;PayPal
1568;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;10;Data Governance Fundamentals;Data Science & AI;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";08/07/2021;569;Liam Rodrigues;liam.rodrigues233@gmail.com;India;57;31/12/2028;86,05;Credit Card
1594;4;DeepLearn Institute;Canada;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;133;Li Pillai;li.pillai966@hotmail.com;France;32;05/06/2025;116,88;Debit Card
1663;3;AI SkillHub;United Kingdom;1;AI Productivity Certificate;completion;English;;Information Security Foundations;Technology & IT;"Prepares students to understand core information security principles; requires no prior security certification.";28/11/2021;7;David Hoffmann;david.hoffmann36@yahoo.com;United States;55;31/10/2022;808,7;Credit Card
1726;22;AgileWorks;United States;1;AI Productivity Certificate;completion;English;;Information Security Foundations;Technology & IT;"Prepares students to understand core information security principles; requires no prior security certification.";28/11/2021;238;Wei Gupta;wei.gupta325@yahoo.com;United States;39;13/04/2025;59,33;Credit Card
1731;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;;Project Management Essentials;Business & Management;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";03/03/2027;277;Jin Moreau;jin.moreau31@gmail.com;Portugal;64;18/06/2023;57,73;Credit Card
1777;7;ModelWorks;India;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;60;Richard Esposito;richard.esposito902@icloud.com;Spain;37;24/04/2025;74,86;PayPal
1937;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;30;R for Data Analysis;Data Science & AI;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";11/11/2021;344;Yuki Weber;yuki.weber665@icloud.com;United States;41;14/09/2025;108,44;Credit Card
1973;19;LedgerLab;Germany;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;276;Thomas Petit;thomas.petit167@icloud.com;United States;42;26/09/2025;53,08;Credit Card
2165;4;DeepLearn Institute;Canada;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;616;William Bianchi;william.bianchi147@hotmail.com;India;46;26/11/2032;76,86;PayPal
2183;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;880;Arjun Dubois;arjun.dubois760@yahoo.com;Canada;44;08/04/2033;99,44;Credit Card
2257;71;PrimeAcademy;Netherlands;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;848;Lucas Rossi;lucas.rossi768@yahoo.com;United Kingdom;27;15/05/2026;62,59;Credit Card
2320;40;BuildAcademy;Spain;1;AI Productivity Certificate;completion;English;;Python for Business Analytics;Data Science & AI;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";07/04/2023;294;Noah Taylor;noah.taylor511@gmail.com;United States;64;20/09/2027;246,77;Bank Transfer
2462;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;15;ERP Systems Introduction;Technology & IT;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";09/11/2024;999;Raj Esposito;raj.esposito228@protonmail.com;United States;54;30/12/2024;492,47;Credit Card
2497;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;845;Gabriel Durand;gabriel.durand348@protonmail.com;India;22;23/08/2031;293,31;Credit Card
2552;78;VertexAcademy;Brazil;1;AI Productivity Certificate;completion;English;13;Digital Marketing Analytics;Data Science & AI;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";22/04/2026;475;Wei Meyer;wei.meyer468@protonmail.com;Canada;25;23/02/2021;127,03;PayPal
2639;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;;Supply Chain Analytics;Data Science & AI;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";15/07/2026;185;Linda Ferreira;linda.ferreira392@outlook.com;United Kingdom;35;02/05/2030;351,17;Bank Transfer
2685;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;836;Susan Jones;susan.jones882@protonmail.com;Germany;45;20/10/2030;49,67;Credit Card
2838;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;6;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;349;Karen Verma;karen.verma305@hotmail.com;United States;22;01/02/2026;406,84;Credit Card
2882;22;AgileWorks;United States;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;322;John Miller;john.miller333@outlook.com;Italy;33;26/09/2025;65,32;Credit Card
2981;78;VertexAcademy;Brazil;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;70;André Meyer;andré.meyer488@protonmail.com;Germany;53;03/02/2026;70,4;Credit Card
2988;39;Mechanica Academy;Italy;1;AI Productivity Certificate;completion;English;;Industrial IoT Fundamentals;Technology & IT;"Prepares students to understand sensors; connectivity; and monitoring systems; requires basic technical curiosity.";19/03/2026;743;Ali Petit;ali.petit795@gmail.com;United Kingdom;37;25/03/2034;865,22;Credit Card
3162;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;621;Linda Becker;linda.becker931@gmail.com;United Kingdom;42;09/11/2028;833,48;Credit Card
3183;24;ScrumForge;Netherlands;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;867;Richard Durand;richard.durand853@outlook.com;India;22;19/01/2025;689,01;Credit Card
3184;23;LeadHub;United Kingdom;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;342;Olivia Müller;olivia.müller44@icloud.com;Canada;24;01/11/2030;51,79;Credit Card
3198;7;ModelWorks;India;1;AI Productivity Certificate;completion;English;15;ERP Systems Introduction;Technology & IT;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";09/11/2024;871;Sofia Kumar;sofia.kumar16@icloud.com;India;32;28/05/2023;333,15;Credit Card
3267;95;MomentumForge;South Korea;1;AI Productivity Certificate;completion;English;4;Business Communication Skills;Business & Management;"Prepares students to communicate clearly in professional environments; requires no technical background.";30/09/2023;138;Inês Wagner;inês.wagner598@yahoo.com;India;24;15/02/2022;106,51;Credit Card
3353;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;483;Sarah Martins;sarah.martins169@protonmail.com;Australia;62;14/08/2028;766,02;Credit Card
3489;7;ModelWorks;India;1;AI Productivity Certificate;completion;English;7;Customer Experience Analytics;Data Science & AI;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";22/12/2021;677;Pedro Meyer;pedro.meyer894@icloud.com;United States;34;03/02/2023;73,88;Credit Card
3522;30;ProDev Hub;Australia;1;AI Productivity Certificate;completion;English;;Database Design Principles;Technology & IT;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";20/01/2023;869;Miguel Alves;miguel.alves115@hotmail.com;Canada;40;01/12/2032;790;Credit Card
3604;4;DeepLearn Institute;Canada;1;AI Productivity Certificate;completion;English;;Database Design Principles;Technology & IT;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";20/01/2023;270;Arjun Romano;arjun.romano262@hotmail.com;Italy;32;16/04/2023;689,87;PayPal
3674;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;ERP Systems Introduction;Technology & IT;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";09/11/2024;999;Raj Esposito;raj.esposito228@protonmail.com;United States;54;30/12/2024;492,47;Credit Card
3716;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;452;Noah Shah;noah.shah734@gmail.com;United States;39;14/12/2025;91,64;Credit Card
3852;71;PrimeAcademy;Netherlands;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;911;Maria Nair;maria.nair761@protonmail.com;Canada;64;15/01/2026;63,59;Credit Card
4012;5;InsightLab;Netherlands;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;260;David Taylor;david.taylor237@yahoo.com;Germany;40;23/07/2025;72,21;Credit Card
4015;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;6;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;519;Fatima Rossi;fatima.rossi281@yahoo.com;United States;47;23/02/2025;78,27;Credit Card
4061;17;FinEdge;United Kingdom;1;AI Productivity Certificate;completion;English;;R for Data Analysis;Data Science & AI;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";11/11/2021;375;Lucas Ferrari;lucas.ferrari46@yahoo.com;India;30;08/12/2022;69,67;Credit Card
4088;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;551;Karen Rodrigues;karen.rodrigues923@gmail.com;India;20;24/05/2022;532,15;Credit Card
4244;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;27;Project Management Essentials;Business & Management;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";03/03/2027;263;Tiago Oliveira;tiago.oliveira944@yahoo.com;Canada;29;02/01/2031;75,15;PayPal
4245;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;;Business Intelligence Foundations;Business & Management;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";10/07/2027;819;Layla Greco;layla.greco215@icloud.com;France;19;26/11/2025;54,65;PayPal
4374;3;AI SkillHub;United Kingdom;1;AI Productivity Certificate;completion;English;;Digital Marketing Analytics;Data Science & AI;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";22/04/2026;934;Jin Fischer;jin.fischer29@outlook.com;India;38;06/09/2031;40,99;Bank Transfer
4438;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;808;Karen Mehta;karen.mehta138@hotmail.com;India;22;03/08/2028;89,78;Bank Transfer
4495;95;MomentumForge;South Korea;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;782;Michael Bruno;michael.bruno862@yahoo.com;United States;23;23/11/2024;109,35;Credit Card
4543;5;InsightLab;Netherlands;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;990;Jennifer Wilson;jennifer.wilson246@protonmail.com;Brazil;55;10/12/2023;106,11;Credit Card
4572;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;694;Yuki Schneider;yuki.schneider280@hotmail.com;Portugal;46;17/02/2028;87,17;PayPal
4586;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;28;Python for Business Analytics;Data Science & AI;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";07/04/2023;15;Neha Ferreira;neha.ferreira962@gmail.com;Poland;30;24/03/2031;49,38;Debit Card
4605;5;InsightLab;Netherlands;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;798;Priya Colombo;priya.colombo896@hotmail.com;Portugal;35;15/08/2030;55,29;Bank Transfer
4654;39;Mechanica Academy;Italy;1;AI Productivity Certificate;completion;English;12;Database Design Principles;Technology & IT;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";20/01/2023;743;Ali Petit;ali.petit795@gmail.com;United Kingdom;37;25/03/2034;865,22;Credit Card
4702;95;MomentumForge;South Korea;1;AI Productivity Certificate;completion;English;;Business Communication Skills;Business & Management;"Prepares students to communicate clearly in professional environments; requires no technical background.";30/09/2023;138;Inês Wagner;inês.wagner598@yahoo.com;India;24;15/02/2022;106,51;Credit Card
4746;6;DataCraft;Portugal;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;70;André Meyer;andré.meyer488@protonmail.com;Germany;53;31/08/2031;84,58;Credit Card
4792;78;VertexAcademy;Brazil;1;AI Productivity Certificate;completion;English;;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;950;Arjun Mehta;arjun.mehta703@hotmail.com;United States;32;25/05/2026;110,01;PayPal
4875;39;Mechanica Academy;Italy;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;870;Thomas Ricci;thomas.ricci684@outlook.com;Portugal;24;14/10/2022;93,2;Debit Card
4901;78;VertexAcademy;Brazil;1;AI Productivity Certificate;completion;English;;Project Management Essentials;Business & Management;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";03/03/2027;950;Arjun Mehta;arjun.mehta703@hotmail.com;United States;32;25/05/2026;110,01;PayPal
5121;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;502;Maria Bruno;maria.bruno558@icloud.com;United States;64;22/11/2031;86,11;Credit Card
5148;71;PrimeAcademy;Netherlands;1;AI Productivity Certificate;completion;English;18;HR Analytics;Data Science & AI;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";14/09/2027;872;Raj Taylor;raj.taylor80@outlook.com;United Kingdom;56;20/03/2022;56,91;Credit Card
5167;22;AgileWorks;United States;1;AI Productivity Certificate;completion;English;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;238;Wei Gupta;wei.gupta325@yahoo.com;United States;39;13/04/2025;59,33;Credit Card
5286;5;InsightLab;Netherlands;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;747;Linda Mehta;linda.mehta239@protonmail.com;Portugal;30;09/02/2031;398,56;Credit Card
5335;60;CapitalPath;Portugal;1;AI Productivity Certificate;completion;English;36;Web Development Basics;Technology & IT;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";22/05/2027;713;Hina Petit;hina.petit709@icloud.com;Poland;52;29/12/2021;79,24;PayPal
5394;39;Mechanica Academy;Italy;1;AI Productivity Certificate;completion;English;19;Industrial IoT Fundamentals;Technology & IT;"Prepares students to understand sensors; connectivity; and monitoring systems; requires basic technical curiosity.";19/03/2026;743;Ali Petit;ali.petit795@gmail.com;United Kingdom;37;25/03/2034;865,22;Credit Card
5406;32;CertifyPro;India;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;994;Inês Silva;inês.silva440@yahoo.com;United Kingdom;53;24/04/2022;63,11;PayPal
5559;33;EngineerHub;Germany;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;305;Yuki Romano;yuki.romano593@icloud.com;United States;21;22/02/2035;37,59;PayPal
5604;4;DeepLearn Institute;Canada;1;AI Productivity Certificate;completion;English;;Leadership in Digital Teams;Business & Management;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";20/01/2026;365;Pedro Davis;pedro.davis433@protonmail.com;Portugal;31;15/06/2022;98,88;Bank Transfer
5715;7;ModelWorks;India;1;AI Productivity Certificate;completion;English;;Data Governance Fundamentals;Data Science & AI;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";08/07/2021;371;Amina Ricci;amina.ricci758@gmail.com;Italy;25;30/07/2030;298,67;Credit Card
5859;17;FinEdge;United Kingdom;1;AI Productivity Certificate;completion;English;;Excel for Professionals;Finance & Accounting;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";06/08/2026;375;Lucas Ferrari;lucas.ferrari46@yahoo.com;India;30;08/12/2022;69,67;Credit Card
5932;7;ModelWorks;India;1;AI Productivity Certificate;completion;English;;SQL for Data Management;Data Science & AI;"Prepares students to query and manage relational databases; requires no prior SQL experience.";02/09/2021;709;Ana Rodrigues;ana.rodrigues11@hotmail.com;Germany;24;10/03/2030;371,26;Credit Card
6049;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;7;Customer Experience Analytics;Data Science & AI;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";22/12/2021;680;Priya Mehta;priya.mehta43@gmail.com;United States;51;14/04/2028;48,31;Credit Card
6060;7;ModelWorks;India;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;282;Sarah Santos;sarah.santos339@outlook.com;Other;61;16/01/2026;37,01;Bank Transfer
6149;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;438;James Ferreira;james.ferreira511@icloud.com;Portugal;54;07/04/2022;485,34;Credit Card
6177;8;Cognita Learning;France;1;AI Productivity Certificate;completion;English;;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;576;Li Oliveira;li.oliveira495@icloud.com;Canada;43;21/01/2035;63,26;Credit Card
6289;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;27;Project Management Essentials;Business & Management;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";03/03/2027;263;Tiago Oliveira;tiago.oliveira944@yahoo.com;Canada;29;02/01/2031;75,15;PayPal
6317;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;4;Business Communication Skills;Business & Management;"Prepares students to communicate clearly in professional environments; requires no technical background.";30/09/2023;421;Li Miller;li.miller615@icloud.com;Canada;53;19/01/2025;539,23;PayPal
6529;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;7;Customer Experience Analytics;Data Science & AI;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";22/12/2021;680;Priya Mehta;priya.mehta43@gmail.com;United States;51;14/04/2028;48,31;Credit Card
6616;23;LeadHub;United Kingdom;1;AI Productivity Certificate;completion;English;;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;342;Olivia Müller;olivia.müller44@icloud.com;Canada;24;01/11/2030;51,79;Credit Card
6672;1;DataMind Academy;United States;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;400;Ali Mehta;ali.mehta579@hotmail.com;India;45;29/12/2028;790,44;Credit Card
6695;24;ScrumForge;Netherlands;1;AI Productivity Certificate;completion;English;27;Project Management Essentials;Business & Management;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";03/03/2027;867;Richard Durand;richard.durand853@outlook.com;India;22;19/01/2025;689,01;Credit Card
6767;16;TechBridge;India;1;AI Productivity Certificate;completion;English;1;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;626;Omar Moreau;omar.moreau552@yahoo.com;India;61;20/02/2024;900;PayPal
6785;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;519;Fatima Rossi;fatima.rossi281@yahoo.com;United States;47;23/02/2025;78,27;Credit Card
7057;20;CapitalLearn;Singapore;1;AI Productivity Certificate;completion;English;11;Data Visualization with Power BI;Data Science & AI;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";16/07/2026;741;Isabella Rossi;isabella.rossi405@gmail.com;Brazil;31;08/05/2034;67,3;PayPal
7093;2;NeuralForge;Germany;1;AI Productivity Certificate;completion;English;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;830;Gabriel Hoffmann;gabriel.hoffmann14@gmail.com;Australia;65;01/09/2023;423,23;Credit Card
